"question_translation_id","knowledge_point_id","language_code","translated_question_text","question_id"
32740,4,"en","Find the difference.\n29−5[[ans]][[ans]]",2046
32741,4,"en","Find the difference.\n29−6[[ans]][[ans]]",2047
32742,4,"en","Find the difference.\n29−7[[ans]][[ans]]",2048
32743,4,"en","Find the difference.\n29−8[[ans]][[ans]]",2049
32744,4,"en","Find the difference.\n29−9[[ans]][[ans]]",2050
32745,4,"en","Find the difference.\n29−10[[ans]][[ans]]",2051
32746,4,"en","Find the difference.\n29−11[[ans]][[ans]]",2052
32747,4,"en","Find the difference.\n29−12[[ans]][[ans]]",2053
32748,4,"en","Find the difference.\n29−13[[ans]][[ans]]",2054
32749,4,"en","Find the difference.\n29−14[[ans]][[ans]]",2055
32750,4,"en","Find the difference.\n29−15[[ans]][[ans]]",2056
32751,4,"en","Find the difference.\n29−16[[ans]][[ans]]",2057
32752,4,"en","Find the difference.\n29−17[[ans]][[ans]]",2058
32753,4,"en","Find the difference.\n29−18[[ans]][[ans]]",2059
32754,4,"en","Find the difference.\n29−19[[ans]][[ans]]",2060
32755,4,"en","Find the difference.\n29−20[[ans]]",2061
32756,4,"en","Find the difference.\n29−21[[ans]]",2062
32757,4,"en","Find the difference.\n29−22[[ans]]",2063
32758,4,"en","Find the difference.\n29−23[[ans]]",2064
32759,4,"en","Find the difference.\n29−24[[ans]]",2065
32760,4,"en","Find the difference.\n29−25[[ans]]",2066
32761,4,"en","Find the difference.\n29−26[[ans]]",2067
32762,4,"en","Find the difference.\n29−27[[ans]]",2068
32763,4,"en","Find the difference.\n29−28[[ans]]",2069
32764,4,"en","Find the difference.\n29−29[[ans]]",2070
32765,4,"en","Find the difference.\n30−0[[ans]][[ans]]",2071
32766,4,"en","Find the difference.\n30−10[[ans]][[ans]]",2072
32767,4,"en","Find the difference.\n30−20[[ans]][[ans]]",2073
32768,4,"en","Find the difference.\n30−30[[ans]]",2074
32769,4,"en","Find the difference.\n31−0[[ans]][[ans]]",2075
32770,4,"en","Find the difference.\n31−1[[ans]][[ans]]",2076
32771,4,"en","Find the difference.\n31−10[[ans]][[ans]]",2077
32772,4,"en","Find the difference.\n31−11[[ans]][[ans]]",2078
32773,4,"en","Find the difference.\n31−20[[ans]][[ans]]",2079
32774,4,"en","Find the difference.\n31−21[[ans]][[ans]]",2080
32775,4,"en","Find the difference.\n31−30[[ans]]",2081
32776,4,"en","Find the difference.\n31−31[[ans]]",2082
32777,4,"en","Find the difference.\n32−0[[ans]][[ans]]",2083
32778,4,"en","Find the difference.\n32−1[[ans]][[ans]]",2084
32779,4,"en","Find the difference.\n32−2[[ans]][[ans]]",2085
32780,4,"en","Find the difference.\n32−10[[ans]][[ans]]",2086
32781,4,"en","Find the difference.\n32−11[[ans]][[ans]]",2087
32782,4,"en","Find the difference.\n32−12[[ans]][[ans]]",2088
32783,4,"en","Find the difference.\n32−20[[ans]][[ans]]",2089
32784,4,"en","Find the difference.\n32−21[[ans]][[ans]]",2090
32785,4,"en","Find the difference.\n32−22[[ans]][[ans]]",2091
32786,4,"en","Find the difference.\n32−30[[ans]]",2092
32787,4,"en","Find the difference.\n32−31[[ans]]",2093
32788,4,"en","Find the difference.\n32−32[[ans]]",2094
32789,4,"en","Find the difference.\n33−0[[ans]][[ans]]",2095
32790,4,"en","Find the difference.\n33−1[[ans]][[ans]]",2096
32791,4,"en","Find the difference.\n33−2[[ans]][[ans]]",2097
32792,4,"en","Find the difference.\n33−3[[ans]][[ans]]",2098
32793,4,"en","Find the difference.\n33−10[[ans]][[ans]]",2099
32794,4,"en","Find the difference.\n33−11[[ans]][[ans]]",2100
32795,4,"en","Find the difference.\n33−12[[ans]][[ans]]",2101
32796,4,"en","Find the difference.\n33−13[[ans]][[ans]]",2102
32797,4,"en","Find the difference.\n33−20[[ans]][[ans]]",2103
32798,4,"en","Find the difference.\n33−21[[ans]][[ans]]",2104
32799,4,"en","Find the difference.\n33−22[[ans]][[ans]]",2105
32800,4,"en","Find the difference.\n33−23[[ans]][[ans]]",2106
32801,4,"en","Find the difference.\n33−30[[ans]]",2107
32802,4,"en","Find the difference.\n33−31[[ans]]",2108
32803,4,"en","Find the difference.\n33−32[[ans]]",2109
32804,4,"en","Find the difference.\n33−33[[ans]]",2110
32805,4,"en","Find the difference.\n34−0[[ans]][[ans]]",2111
32806,4,"en","Find the difference.\n34−1[[ans]][[ans]]",2112
32807,4,"en","Find the difference.\n34−2[[ans]][[ans]]",2113
32808,4,"en","Find the difference.\n34−3[[ans]][[ans]]",2114
32809,4,"en","Find the difference.\n34−4[[ans]][[ans]]",2115
32810,4,"en","Find the difference.\n34−10[[ans]][[ans]]",2116
32811,4,"en","Find the difference.\n34−11[[ans]][[ans]]",2117
32812,4,"en","Find the difference.\n34−12[[ans]][[ans]]",2118
32813,4,"en","Find the difference.\n34−13[[ans]][[ans]]",2119
32814,4,"en","Find the difference.\n34−14[[ans]][[ans]]",2120
32815,4,"en","Find the difference.\n34−20[[ans]][[ans]]",2121
32816,4,"en","Find the difference.\n34−21[[ans]][[ans]]",2122
32817,4,"en","Find the difference.\n34−22[[ans]][[ans]]",2123
32818,4,"en","Find the difference.\n34−23[[ans]][[ans]]",2124
32819,4,"en","Find the difference.\n34−24[[ans]][[ans]]",2125
32820,4,"en","Find the difference.\n34−30[[ans]]",2126
32821,4,"en","Find the difference.\n34−31[[ans]]",2127
32822,4,"en","Find the difference.\n34−32[[ans]]",2128
32823,4,"en","Find the difference.\n34−33[[ans]]",2129
32824,4,"en","Find the difference.\n34−34[[ans]]",2130
32825,4,"en","Find the difference.\n35−0[[ans]][[ans]]",2131
32826,4,"en","Find the difference.\n35−1[[ans]][[ans]]",2132
32827,4,"en","Find the difference.\n35−2[[ans]][[ans]]",2133
32828,4,"en","Find the difference.\n35−3[[ans]][[ans]]",2134
32829,4,"en","Find the difference.\n35−4[[ans]][[ans]]",2135
32830,4,"en","Find the difference.\n35−5[[ans]][[ans]]",2136
32831,4,"en","Find the difference.\n35−10[[ans]][[ans]]",2137
32832,4,"en","Find the difference.\n35−11[[ans]][[ans]]",2138
32833,4,"en","Find the difference.\n35−12[[ans]][[ans]]",2139
32834,4,"en","Find the difference.\n35−13[[ans]][[ans]]",2140
32835,4,"en","Find the difference.\n35−14[[ans]][[ans]]",2141
32836,4,"en","Find the difference.\n35−15[[ans]][[ans]]",2142
32837,4,"en","Find the difference.\n35−20[[ans]][[ans]]",2143
32838,4,"en","Find the difference.\n35−21[[ans]][[ans]]",2144
32839,4,"en","Find the difference.\n35−22[[ans]][[ans]]",2145
32840,4,"en","Find the difference.\n35−23[[ans]][[ans]]",2146
32841,4,"en","Find the difference.\n35−24[[ans]][[ans]]",2147
32842,4,"en","Find the difference.\n35−25[[ans]][[ans]]",2148
32843,4,"en","Find the difference.\n35−30[[ans]]",2149
32844,4,"en","Find the difference.\n35−31[[ans]]",2150
32845,4,"en","Find the difference.\n35−32[[ans]]",2151
32846,4,"en","Find the difference.\n35−33[[ans]]",2152
32847,4,"en","Find the difference.\n35−34[[ans]]",2153
32848,4,"en","Find the difference.\n35−35[[ans]]",2154
32849,4,"en","Find the difference.\n36−0[[ans]][[ans]]",2155
32850,4,"en","Find the difference.\n36−1[[ans]][[ans]]",2156
32851,4,"en","Find the difference.\n36−2[[ans]][[ans]]",2157
32852,4,"en","Find the difference.\n36−3[[ans]][[ans]]",2158
32853,4,"en","Find the difference.\n36−4[[ans]][[ans]]",2159
32854,4,"en","Find the difference.\n36−5[[ans]][[ans]]",2160
32855,4,"en","Find the difference.\n36−6[[ans]][[ans]]",2161
32856,4,"en","Find the difference.\n36−10[[ans]][[ans]]",2162
32857,4,"en","Find the difference.\n36−11[[ans]][[ans]]",2163
32858,4,"en","Find the difference.\n36−12[[ans]][[ans]]",2164
32859,4,"en","Find the difference.\n36−13[[ans]][[ans]]",2165
32860,4,"en","Find the difference.\n36−14[[ans]][[ans]]",2166
32861,4,"en","Find the difference.\n36−15[[ans]][[ans]]",2167
32862,4,"en","Find the difference.\n36−16[[ans]][[ans]]",2168
32863,4,"en","Find the difference.\n36−20[[ans]][[ans]]",2169
32864,4,"en","Find the difference.\n36−21[[ans]][[ans]]",2170
32865,4,"en","Find the difference.\n36−22[[ans]][[ans]]",2171
32866,4,"en","Find the difference.\n36−23[[ans]][[ans]]",2172
32867,4,"en","Find the difference.\n36−24[[ans]][[ans]]",2173
32868,4,"en","Find the difference.\n36−25[[ans]][[ans]]",2174
32869,4,"en","Find the difference.\n36−26[[ans]][[ans]]",2175
32870,4,"en","Find the difference.\n36−30[[ans]]",2176
32871,4,"en","Find the difference.\n36−31[[ans]]",2177
32872,4,"en","Find the difference.\n36−32[[ans]]",2178
32873,4,"en","Find the difference.\n36−33[[ans]]",2179
32874,4,"en","Find the difference.\n36−34[[ans]]",2180
32875,4,"en","Find the difference.\n36−35[[ans]]",2181
32876,4,"en","Find the difference.\n36−36[[ans]]",2182
32877,29,"en","Divide.\n48÷8[[ans]]",15990
32878,4,"en","Find the difference.\n37−0[[ans]][[ans]]",2183
32879,4,"en","Find the difference.\n37−1[[ans]][[ans]]",2184
32880,4,"en","Find the difference.\n37−2[[ans]][[ans]]",2185
32881,4,"en","Find the difference.\n37−3[[ans]][[ans]]",2186
32882,4,"en","Find the difference.\n37−4[[ans]][[ans]]",2187
49112,44,"en","Add.\n0.5+0.8[[ans]]",22854
32883,4,"en","Find the difference.\n37−5[[ans]][[ans]]",2188
32884,4,"en","Find the difference.\n37−6[[ans]][[ans]]",2189
32885,4,"en","Find the difference.\n37−7[[ans]][[ans]]",2190
32886,4,"en","Find the difference.\n37−10[[ans]][[ans]]",2191
32887,4,"en","Find the difference.\n37−11[[ans]][[ans]]",2192
32888,4,"en","Find the difference.\n37−12[[ans]][[ans]]",2193
32889,4,"en","Find the difference.\n37−13[[ans]][[ans]]",2194
32890,4,"en","Find the difference.\n37−14[[ans]][[ans]]",2195
32891,4,"en","Find the difference.\n37−15[[ans]][[ans]]",2196
32892,4,"en","Find the difference.\n37−16[[ans]][[ans]]",2197
32893,4,"en","Find the difference.\n37−17[[ans]][[ans]]",2198
32894,4,"en","Find the difference.\n37−20[[ans]][[ans]]",2199
32895,4,"en","Find the difference.\n37−21[[ans]][[ans]]",2200
32896,4,"en","Find the difference.\n37−22[[ans]][[ans]]",2201
32897,4,"en","Find the difference.\n37−23[[ans]][[ans]]",2202
32898,4,"en","Find the difference.\n37−24[[ans]][[ans]]",2203
32899,4,"en","Find the difference.\n37−25[[ans]][[ans]]",2204
32900,4,"en","Find the difference.\n37−26[[ans]][[ans]]",2205
32901,4,"en","Find the difference.\n37−27[[ans]][[ans]]",2206
32902,4,"en","Find the difference.\n37−30[[ans]]",2207
32903,4,"en","Find the difference.\n37−31[[ans]]",2208
32904,4,"en","Find the difference.\n37−32[[ans]]",2209
32905,4,"en","Find the difference.\n37−33[[ans]]",2210
32906,4,"en","Find the difference.\n37−34[[ans]]",2211
32907,4,"en","Find the difference.\n37−35[[ans]]",2212
32908,4,"en","Find the difference.\n37−36[[ans]]",2213
32909,4,"en","Find the difference.\n37−37[[ans]]",2214
32910,4,"en","Find the difference.\n38−0[[ans]][[ans]]",2215
32911,4,"en","Find the difference.\n38−1[[ans]][[ans]]",2216
32912,4,"en","Find the difference.\n38−2[[ans]][[ans]]",2217
32913,4,"en","Find the difference.\n38−3[[ans]][[ans]]",2218
32914,4,"en","Find the difference.\n38−4[[ans]][[ans]]",2219
32915,4,"en","Find the difference.\n38−5[[ans]][[ans]]",2220
32916,4,"en","Find the difference.\n38−6[[ans]][[ans]]",2221
32917,4,"en","Find the difference.\n38−7[[ans]][[ans]]",2222
32918,4,"en","Find the difference.\n38−8[[ans]][[ans]]",2223
32919,4,"en","Find the difference.\n38−10[[ans]][[ans]]",2224
32920,4,"en","Find the difference.\n38−11[[ans]][[ans]]",2225
32921,4,"en","Find the difference.\n38−12[[ans]][[ans]]",2226
32922,4,"en","Find the difference.\n38−13[[ans]][[ans]]",2227
32923,4,"en","Find the difference.\n38−14[[ans]][[ans]]",2228
32924,4,"en","Find the difference.\n38−15[[ans]][[ans]]",2229
32925,4,"en","Find the difference.\n38−16[[ans]][[ans]]",2230
32926,4,"en","Find the difference.\n38−17[[ans]][[ans]]",2231
32927,4,"en","Find the difference.\n38−18[[ans]][[ans]]",2232
32928,4,"en","Find the difference.\n38−20[[ans]][[ans]]",2233
32929,4,"en","Find the difference.\n38−21[[ans]][[ans]]",2234
32930,4,"en","Find the difference.\n38−22[[ans]][[ans]]",2235
32931,4,"en","Find the difference.\n38−23[[ans]][[ans]]",2236
32932,4,"en","Find the difference.\n38−24[[ans]][[ans]]",2237
32933,4,"en","Find the difference.\n38−25[[ans]][[ans]]",2238
32934,4,"en","Find the difference.\n38−26[[ans]][[ans]]",2239
32935,4,"en","Find the difference.\n38−27[[ans]][[ans]]",2240
32936,4,"en","Find the difference.\n38−28[[ans]][[ans]]",2241
32937,4,"en","Find the difference.\n38−30[[ans]]",2242
32938,4,"en","Find the difference.\n38−31[[ans]]",2243
32939,4,"en","Find the difference.\n38−32[[ans]]",2244
32940,4,"en","Find the difference.\n38−33[[ans]]",2245
32941,4,"en","Find the difference.\n38−34[[ans]]",2246
32942,4,"en","Find the difference.\n38−35[[ans]]",2247
32943,4,"en","Find the difference.\n38−36[[ans]]",2248
32944,4,"en","Find the difference.\n38−37[[ans]]",2249
32945,4,"en","Find the difference.\n38−38[[ans]]",2250
32946,4,"en","Find the difference.\n39−0[[ans]][[ans]]",2251
32947,4,"en","Find the difference.\n39−1[[ans]][[ans]]",2252
32948,4,"en","Find the difference.\n39−2[[ans]][[ans]]",2253
32949,4,"en","Find the difference.\n39−3[[ans]][[ans]]",2254
32950,4,"en","Find the difference.\n39−4[[ans]][[ans]]",2255
32951,4,"en","Find the difference.\n39−5[[ans]][[ans]]",2256
32952,4,"en","Find the difference.\n39−6[[ans]][[ans]]",2257
32953,4,"en","Find the difference.\n39−7[[ans]][[ans]]",2258
32954,4,"en","Find the difference.\n39−8[[ans]][[ans]]",2259
32955,4,"en","Find the difference.\n39−9[[ans]][[ans]]",2260
32956,4,"en","Find the difference.\n39−10[[ans]][[ans]]",2261
32957,4,"en","Find the difference.\n39−11[[ans]][[ans]]",2262
32958,4,"en","Find the difference.\n39−12[[ans]][[ans]]",2263
32959,4,"en","Find the difference.\n39−13[[ans]][[ans]]",2264
32960,4,"en","Find the difference.\n39−14[[ans]][[ans]]",2265
32961,4,"en","Find the difference.\n39−15[[ans]][[ans]]",2266
32962,4,"en","Find the difference.\n39−16[[ans]][[ans]]",2267
32963,4,"en","Find the difference.\n39−17[[ans]][[ans]]",2268
32964,4,"en","Find the difference.\n39−18[[ans]][[ans]]",2269
32965,4,"en","Find the difference.\n39−19[[ans]][[ans]]",2270
32966,4,"en","Find the difference.\n39−20[[ans]][[ans]]",2271
32967,4,"en","Find the difference.\n39−21[[ans]][[ans]]",2272
32968,4,"en","Find the difference.\n39−22[[ans]][[ans]]",2273
32969,4,"en","Find the difference.\n39−23[[ans]][[ans]]",2274
32970,4,"en","Find the difference.\n39−24[[ans]][[ans]]",2275
32971,4,"en","Find the difference.\n39−25[[ans]][[ans]]",2276
32972,4,"en","Find the difference.\n39−26[[ans]][[ans]]",2277
32973,4,"en","Find the difference.\n39−27[[ans]][[ans]]",2278
32974,4,"en","Find the difference.\n39−28[[ans]][[ans]]",2279
32975,4,"en","Find the difference.\n39−29[[ans]][[ans]]",2280
32976,4,"en","Find the difference.\n39−30[[ans]]",2281
32977,4,"en","Find the difference.\n39−31[[ans]]",2282
32978,4,"en","Find the difference.\n39−32[[ans]]",2283
32979,4,"en","Find the difference.\n39−33[[ans]]",2284
32980,4,"en","Find the difference.\n39−34[[ans]]",2285
32981,4,"en","Find the difference.\n39−35[[ans]]",2286
32982,4,"en","Find the difference.\n39−36[[ans]]",2287
32983,4,"en","Find the difference.\n39−37[[ans]]",2288
32984,4,"en","Find the difference.\n39−38[[ans]]",2289
32985,4,"en","Find the difference.\n39−39[[ans]]",2290
32986,4,"en","Find the difference.\n40−0[[ans]][[ans]]",2291
32987,4,"en","Find the difference.\n40−10[[ans]][[ans]]",2292
32988,4,"en","Find the difference.\n40−20[[ans]][[ans]]",2293
32989,4,"en","Find the difference.\n40−30[[ans]][[ans]]",2294
32990,4,"en","Find the difference.\n40−40[[ans]]",2295
32991,4,"en","Find the difference.\n41−0[[ans]][[ans]]",2296
32992,4,"en","Find the difference.\n41−1[[ans]][[ans]]",2297
32993,4,"en","Find the difference.\n41−10[[ans]][[ans]]",2298
32994,4,"en","Find the difference.\n41−11[[ans]][[ans]]",2299
32995,4,"en","Find the difference.\n41−20[[ans]][[ans]]",2300
32996,4,"en","Find the difference.\n41−21[[ans]][[ans]]",2301
32997,4,"en","Find the difference.\n41−30[[ans]][[ans]]",2302
32998,4,"en","Find the difference.\n41−31[[ans]][[ans]]",2303
32999,4,"en","Find the difference.\n41−40[[ans]]",2304
33000,4,"en","Find the difference.\n41−41[[ans]]",2305
33001,4,"en","Find the difference.\n42−0[[ans]][[ans]]",2306
33002,4,"en","Find the difference.\n42−1[[ans]][[ans]]",2307
33003,4,"en","Find the difference.\n42−2[[ans]][[ans]]",2308
33004,4,"en","Find the difference.\n42−10[[ans]][[ans]]",2309
33005,4,"en","Find the difference.\n42−11[[ans]][[ans]]",2310
33006,4,"en","Find the difference.\n42−12[[ans]][[ans]]",2311
33007,4,"en","Find the difference.\n42−20[[ans]][[ans]]",2312
33008,4,"en","Find the difference.\n42−21[[ans]][[ans]]",2313
33009,4,"en","Find the difference.\n42−22[[ans]][[ans]]",2314
33010,4,"en","Find the difference.\n42−30[[ans]][[ans]]",2315
33011,4,"en","Find the difference.\n42−31[[ans]][[ans]]",2316
33012,4,"en","Find the difference.\n42−32[[ans]][[ans]]",2317
33013,4,"en","Find the difference.\n42−40[[ans]]",2318
33014,4,"en","Find the difference.\n42−41[[ans]]",2319
33015,4,"en","Find the difference.\n42−42[[ans]]",2320
33016,4,"en","Find the difference.\n43−0[[ans]][[ans]]",2321
33017,4,"en","Find the difference.\n43−1[[ans]][[ans]]",2322
33018,4,"en","Find the difference.\n43−2[[ans]][[ans]]",2323
33019,4,"en","Find the difference.\n43−3[[ans]][[ans]]",2324
33020,4,"en","Find the difference.\n43−10[[ans]][[ans]]",2325
33021,4,"en","Find the difference.\n43−11[[ans]][[ans]]",2326
33022,4,"en","Find the difference.\n43−12[[ans]][[ans]]",2327
33023,4,"en","Find the difference.\n43−13[[ans]][[ans]]",2328
33024,4,"en","Find the difference.\n43−20[[ans]][[ans]]",2329
33025,4,"en","Find the difference.\n43−21[[ans]][[ans]]",2330
33026,4,"en","Find the difference.\n43−22[[ans]][[ans]]",2331
33027,4,"en","Find the difference.\n43−23[[ans]][[ans]]",2332
33028,4,"en","Find the difference.\n43−30[[ans]][[ans]]",2333
33029,4,"en","Find the difference.\n43−31[[ans]][[ans]]",2334
33030,4,"en","Find the difference.\n43−32[[ans]][[ans]]",2335
33031,4,"en","Find the difference.\n43−33[[ans]][[ans]]",2336
33032,4,"en","Find the difference.\n43−40[[ans]]",2337
33033,4,"en","Find the difference.\n43−41[[ans]]",2338
33034,4,"en","Find the difference.\n43−42[[ans]]",2339
33035,4,"en","Find the difference.\n43−43[[ans]]",2340
33036,4,"en","Find the difference.\n44−0[[ans]][[ans]]",2341
33037,4,"en","Find the difference.\n44−1[[ans]][[ans]]",2342
33038,4,"en","Find the difference.\n44−2[[ans]][[ans]]",2343
33039,4,"en","Find the difference.\n44−3[[ans]][[ans]]",2344
33040,4,"en","Find the difference.\n44−4[[ans]][[ans]]",2345
33041,4,"en","Find the difference.\n44−10[[ans]][[ans]]",2346
33042,4,"en","Find the difference.\n44−11[[ans]][[ans]]",2347
33043,4,"en","Find the difference.\n44−12[[ans]][[ans]]",2348
33044,4,"en","Find the difference.\n44−13[[ans]][[ans]]",2349
33045,4,"en","Find the difference.\n44−14[[ans]][[ans]]",2350
33046,4,"en","Find the difference.\n44−20[[ans]][[ans]]",2351
33047,4,"en","Find the difference.\n44−21[[ans]][[ans]]",2352
33048,4,"en","Find the difference.\n44−22[[ans]][[ans]]",2353
33049,4,"en","Find the difference.\n44−23[[ans]][[ans]]",2354
33050,4,"en","Find the difference.\n44−24[[ans]][[ans]]",2355
33051,4,"en","Find the difference.\n44−30[[ans]][[ans]]",2356
33052,4,"en","Find the difference.\n44−31[[ans]][[ans]]",2357
33053,4,"en","Find the difference.\n44−32[[ans]][[ans]]",2358
33054,4,"en","Find the difference.\n44−33[[ans]][[ans]]",2359
33055,4,"en","Find the difference.\n44−34[[ans]][[ans]]",2360
33056,4,"en","Find the difference.\n44−40[[ans]]",2361
33057,4,"en","Find the difference.\n44−41[[ans]]",2362
33058,4,"en","Find the difference.\n44−42[[ans]]",2363
33059,4,"en","Find the difference.\n44−43[[ans]]",2364
33060,4,"en","Find the difference.\n44−44[[ans]]",2365
33061,4,"en","Find the difference.\n45−0[[ans]][[ans]]",2366
33062,4,"en","Find the difference.\n45−1[[ans]][[ans]]",2367
49113,44,"en","Add.\n0.56+0.34[[ans]]",22855
33063,4,"en","Find the difference.\n45−2[[ans]][[ans]]",2368
33064,4,"en","Find the difference.\n45−3[[ans]][[ans]]",2369
33065,4,"en","Find the difference.\n45−4[[ans]][[ans]]",2370
33066,4,"en","Find the difference.\n45−5[[ans]][[ans]]",2371
33067,4,"en","Find the difference.\n45−10[[ans]][[ans]]",2372
33068,4,"en","Find the difference.\n45−11[[ans]][[ans]]",2373
33069,4,"en","Find the difference.\n45−12[[ans]][[ans]]",2374
33070,4,"en","Find the difference.\n45−13[[ans]][[ans]]",2375
33071,4,"en","Find the difference.\n45−14[[ans]][[ans]]",2376
33072,4,"en","Find the difference.\n45−15[[ans]][[ans]]",2377
33073,4,"en","Find the difference.\n45−20[[ans]][[ans]]",2378
33074,4,"en","Find the difference.\n45−21[[ans]][[ans]]",2379
33075,4,"en","Find the difference.\n45−22[[ans]][[ans]]",2380
33076,4,"en","Find the difference.\n45−23[[ans]][[ans]]",2381
33077,4,"en","Find the difference.\n45−24[[ans]][[ans]]",2382
33078,4,"en","Find the difference.\n45−25[[ans]][[ans]]",2383
33079,4,"en","Find the difference.\n45−30[[ans]][[ans]]",2384
33080,4,"en","Find the difference.\n45−31[[ans]][[ans]]",2385
33081,4,"en","Find the difference.\n45−32[[ans]][[ans]]",2386
33082,4,"en","Find the difference.\n45−33[[ans]][[ans]]",2387
33083,4,"en","Find the difference.\n45−34[[ans]][[ans]]",2388
33084,4,"en","Find the difference.\n45−35[[ans]][[ans]]",2389
33085,4,"en","Find the difference.\n45−40[[ans]]",2390
33086,4,"en","Find the difference.\n45−41[[ans]]",2391
33087,4,"en","Find the difference.\n45−42[[ans]]",2392
33088,4,"en","Find the difference.\n45−43[[ans]]",2393
33089,4,"en","Find the difference.\n45−44[[ans]]",2394
33090,4,"en","Find the difference.\n45−45[[ans]]",2395
33091,4,"en","Find the difference.\n46−0[[ans]][[ans]]",2396
33092,4,"en","Find the difference.\n46−1[[ans]][[ans]]",2397
33093,4,"en","Find the difference.\n46−2[[ans]][[ans]]",2398
33094,4,"en","Find the difference.\n46−3[[ans]][[ans]]",2399
33095,4,"en","Find the difference.\n46−4[[ans]][[ans]]",2400
33096,4,"en","Find the difference.\n46−5[[ans]][[ans]]",2401
33097,4,"en","Find the difference.\n46−6[[ans]][[ans]]",2402
33098,4,"en","Find the difference.\n46−10[[ans]][[ans]]",2403
33099,4,"en","Find the difference.\n46−11[[ans]][[ans]]",2404
33100,4,"en","Find the difference.\n46−12[[ans]][[ans]]",2405
33101,4,"en","Find the difference.\n46−13[[ans]][[ans]]",2406
33102,4,"en","Find the difference.\n46−14[[ans]][[ans]]",2407
33103,4,"en","Find the difference.\n46−15[[ans]][[ans]]",2408
33104,4,"en","Find the difference.\n46−16[[ans]][[ans]]",2409
33105,4,"en","Find the difference.\n46−20[[ans]][[ans]]",2410
33106,4,"en","Find the difference.\n46−21[[ans]][[ans]]",2411
33107,4,"en","Find the difference.\n46−22[[ans]][[ans]]",2412
33108,4,"en","Find the difference.\n46−23[[ans]][[ans]]",2413
33109,4,"en","Find the difference.\n46−24[[ans]][[ans]]",2414
33110,4,"en","Find the difference.\n46−25[[ans]][[ans]]",2415
33111,4,"en","Find the difference.\n46−26[[ans]][[ans]]",2416
33112,4,"en","Find the difference.\n46−30[[ans]][[ans]]",2417
33113,4,"en","Find the difference.\n46−31[[ans]][[ans]]",2418
33114,4,"en","Find the difference.\n46−32[[ans]][[ans]]",2419
33115,4,"en","Find the difference.\n46−33[[ans]][[ans]]",2420
33116,4,"en","Find the difference.\n46−34[[ans]][[ans]]",2421
33117,4,"en","Find the difference.\n46−35[[ans]][[ans]]",2422
33118,4,"en","Find the difference.\n46−36[[ans]][[ans]]",2423
33119,4,"en","Find the difference.\n46−40[[ans]]",2424
33120,4,"en","Find the difference.\n46−41[[ans]]",2425
33121,4,"en","Find the difference.\n46−42[[ans]]",2426
33122,4,"en","Find the difference.\n46−43[[ans]]",2427
33123,4,"en","Find the difference.\n46−44[[ans]]",2428
33124,4,"en","Find the difference.\n46−45[[ans]]",2429
33125,4,"en","Find the difference.\n46−46[[ans]]",2430
33126,4,"en","Find the difference.\n47−0[[ans]][[ans]]",2431
33127,4,"en","Find the difference.\n47−1[[ans]][[ans]]",2432
33128,4,"en","Find the difference.\n47−2[[ans]][[ans]]",2433
33129,4,"en","Find the difference.\n47−3[[ans]][[ans]]",2434
33130,4,"en","Find the difference.\n47−4[[ans]][[ans]]",2435
33131,4,"en","Find the difference.\n47−5[[ans]][[ans]]",2436
33132,4,"en","Find the difference.\n47−6[[ans]][[ans]]",2437
33133,4,"en","Find the difference.\n47−7[[ans]][[ans]]",2438
33134,4,"en","Find the difference.\n47−10[[ans]][[ans]]",2439
33135,4,"en","Find the difference.\n47−11[[ans]][[ans]]",2440
33136,4,"en","Find the difference.\n47−12[[ans]][[ans]]",2441
33137,4,"en","Find the difference.\n47−13[[ans]][[ans]]",2442
33138,4,"en","Find the difference.\n47−14[[ans]][[ans]]",2443
33139,4,"en","Find the difference.\n47−15[[ans]][[ans]]",2444
33140,4,"en","Find the difference.\n47−16[[ans]][[ans]]",2445
33141,4,"en","Find the difference.\n47−17[[ans]][[ans]]",2446
33142,4,"en","Find the difference.\n47−20[[ans]][[ans]]",2447
33143,4,"en","Find the difference.\n47−21[[ans]][[ans]]",2448
33144,4,"en","Find the difference.\n47−22[[ans]][[ans]]",2449
33145,4,"en","Find the difference.\n47−23[[ans]][[ans]]",2450
33146,4,"en","Find the difference.\n47−24[[ans]][[ans]]",2451
33147,4,"en","Find the difference.\n47−25[[ans]][[ans]]",2452
33148,4,"en","Find the difference.\n47−26[[ans]][[ans]]",2453
33149,4,"en","Find the difference.\n47−27[[ans]][[ans]]",2454
33150,4,"en","Find the difference.\n47−30[[ans]][[ans]]",2455
33151,4,"en","Find the difference.\n47−31[[ans]][[ans]]",2456
49114,44,"en","Add.\n0.91+0.5[[ans]]",22856
33152,4,"en","Find the difference.\n47−32[[ans]][[ans]]",2457
33153,4,"en","Find the difference.\n47−33[[ans]][[ans]]",2458
33154,4,"en","Find the difference.\n47−34[[ans]][[ans]]",2459
33155,4,"en","Find the difference.\n47−35[[ans]][[ans]]",2460
33156,4,"en","Find the difference.\n47−36[[ans]][[ans]]",2461
33157,4,"en","Find the difference.\n47−37[[ans]][[ans]]",2462
33158,4,"en","Find the difference.\n47−40[[ans]]",2463
33159,4,"en","Find the difference.\n47−41[[ans]]",2464
33160,4,"en","Find the difference.\n47−42[[ans]]",2465
33161,4,"en","Find the difference.\n47−43[[ans]]",2466
