solution_template_id,knowledge_point_id,template_text,template_text_zh-Hans,,,
27,34,"<div class=""ex-text"">

$$
[[arg1]] × [[arg2]]
$$

</div>

**Step 1:** [[compare_nums_statement]]

$$
\begin{array}{l r}
& {\color{#21ABCD}tens}\:\:\:{\color{#8DB600}ones}\\
&{\color{#21ABCD}[[large_num//10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[large_num%10]]}\:\:\:\\
×&{\color{#21ABCD}[[small_num//10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[small_num%10]]}\:\:\:\\
\hline
\end{array}
$$

**Step 2:** Multiply the multiplicand with the ones digit of the multiplier. Place those digits under the line.

$$
\begin{array}{l r}
&{\color{Salmon}[[large_num]]}\\
×&[[small_num//10]]{\color{Salmon}[[small_num%10]]}\\
\hline
& {\color{Salmon}[[small_num%10*large_num]]}\\
\end{array}
$$

**Step 3:** Next multiply the multiplicand with the tens digit of multiplier. Place those under the ones digit value .

$$
\begin{array}{l r}
&{\color{Salmon}[[large_num]]}\\
×&{\color{Salmon}[[small_num//10]]}[[small_num%10]]\\
\hline
&[[small_num%10*large_num]]\\
&{\color{Salmon}[[small_num//10*large_num]]}\phantom{0}\\
\hline
\end{array}
$$

**Step 4:** Finally, adding those digits will get the product.

$$
\begin{array}{l r}
&[[large_num]]\\
×&[[small_num]]\\
\hline
&{\color{Salmon}[[small_num%10*large_num]]}\\
+&{\color{Salmon}[[small_num//10*large_num]]}\phantom{0}\\
\hline
&{\color{Salmon}[[large_num*small_num]]}
\end{array}
$$

So the answer is $[[arg1*arg2]]$.
</div>
</div>","<div class=""ex-text"">

$$
[[arg1]] × [[arg2]]
$$

</div>

**步骤 1:** [[compare_nums_statement]]

$$
\begin{array}{l r}
& {\color{#21ABCD}十位}\:\:\:{\color{#8DB600}个位}\\
&{\color{#21ABCD}[[large_num//10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[large_num%10]]}\:\:\:\\
×&{\color{#21ABCD}[[small_num//10]]}\:\:\:\:\:\:\:\:\:\:{\color{#8DB600}[[small_num%10]]}\:\:\:\\
\hline
\end{array}
$$

**步骤 2:** 将被乘数与乘数的个位数相乘。将这些数字写在横线下。

$$
\begin{array}{l r}
&{\color{Salmon}[[large_num]]}\\
×&[[small_num//10]]{\color{Salmon}[[small_num%10]]}\\
\hline
& {\color{Salmon}[[small_num%10*large_num]]}\\
\end{array}
$$

**步骤 3:** 接下来，将被乘数与乘数的十位数相乘。将这些数字写在个位数值下。

$$
\begin{array}{l r}
&{\color{Salmon}[[large_num]]}\\
×&{\color{Salmon}[[small_num//10]]}[[small_num%10]]\\
\hline
&[[small_num%10*large_num]]\\
&{\color{Salmon}[[small_num//10*large_num]]}\phantom{0}\\
\hline
\end{array}
$$

**步骤 4:** 最后，将这些数字相加即可得到。

$$
\begin{array}{l r}
&[[large_num]]\\
×&[[small_num]]\\
\hline
&{\color{Salmon}[[small_num%10*large_num]]}\\
+&{\color{Salmon}[[small_num//10*large_num]]}\phantom{0}\\
\hline
&{\color{Salmon}[[large_num*small_num]]}
\end{array}
$$

所以，答案是 $[[arg1*arg2]]$。
</div>
</div>",,,
26,35,"<div class=""ex-text"">

$$
[[arg1]] ÷ [[arg2]]
$$


Divide each number or find the quotient

</div>

**Step 1:** First we ask ourselves: how many times can [[arg2]] fit into [[arg1]]? The answer is [[arg1//arg2]]. So, we can write [[arg1//arg2]] above the digit [[arg1]] , then we multiply [[arg1//arg2]] by [[arg2]]
 to get [[arg1//arg2*arg2]] , and write the result underneath the [[arg1]]:

$$
\begin{array}{r}
{\color{Salmon}[[arg1//arg2]]}\phantom{)}   \\
{\color{Salmon}[[arg2]]}{\overline{\smash{\big)}\,[[arg1]] \phantom{)}}}\\
\underline{{\color{Salmon}-[[arg1//arg2*arg2]]}\phantom{)}}\\
[[arg1 - arg1//arg2*arg2]]\phantom{)}\\
\end{array}
$$

So the quotient is $[[arg1//arg2]]$ and the remainder is $[[arg1 - arg1//arg2*arg2]]$.","<div class=""ex-text"">

$$
[[arg1]] ÷ [[arg2]]
$$


将每个数字相除或找到商

</div>

**步骤 1:** 我们首先要问自己：[[arg1]] 可以容纳 [[arg2]] 几次？答案是 [[arg1//arg2]]。因此，我们可以把 [[arg1//arg2]] 写在数字 [[arg1]] 上方，然后我们将 [[arg1//arg2]] 乘以 [[arg2]] 得到 [[arg1//arg2*arg2]]，并把结果写在 [[arg1]] 的下面：

$$
\begin{array}{r}
{\color{Salmon}[[arg1//arg2]]}\phantom{)}   \\
{\color{Salmon}[[arg2]]}{\overline{\smash{\big)}\,[[arg1]] \phantom{)}}}\\
\underline{{\color{Salmon}-[[arg1//arg2*arg2]]}\phantom{)}}\\
[[arg1 - arg1//arg2*arg2]]\phantom{)}\\
\end{array}
$$

所以商是 $[[arg1//arg2]]$，余数是 $[[arg1 - arg1//arg2*arg2]]$。",,,
28,36,"<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]}
$$

</div>

[[fractions_statement(arg1, arg2)]]","<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]}
$$

</div>

[[fractions_statement(arg1, arg2)]]",,,
59,38,"<div class=""ex-text"" align=""center"">

$[[arg1]] \div [[arg2]] =?$
</div>

When you solve division questions, you work in reverse. You begin with the **largest** place value first, in this case, the **hundreds** place.

[[step0_statement]]
[[step1_statement]]
[[step2_statement]]
[[step3_statement]]
[[step4_statement]]

<div class=""ex-text"" align=""center"">

${\color{#8DB600}Divisor}$ × ${\color {Salmon}Quotient}$ + ${\color{#21ABCD}Remainder}$ = ${\color{#C4A680}Dividend}$
$$

[[arg2]] \times [[arg1//arg2]]  + [[arg1%arg2]] = [[arg1//arg2*arg2]] + [[arg1%arg2]] = [[arg1]]
$$
</div>","<div class=""ex-text"" align=""center"">

$[[arg1]] \div [[arg2]] =?$
</div>

当你解决除法问题时，你需要从左到右进行运算。你首先从**最大**的位值开始，在这种情况下是**百位**。

[[step0_statement]]
[[step1_statement]]
[[step2_statement]]
[[step3_statement]]
[[step4_statement]]

<div class=""ex-text"" align=""center"">

${\color{#8DB600}除数}$ × ${\color {Salmon}商}$ + ${\color{#21ABCD}余数}$ = ${\color{#C4A680}被除数}$
$$

[[arg2]] \times [[arg1//arg2]]  + [[arg1%arg2]] = [[arg1//arg2*arg2]] + [[arg1%arg2]] = [[arg1]]
$$
</div>",,,
23,39,"Write the simplified form of the fraction $\large\frac{[[arg1]]}{[[arg2]]}$

**Step 1:** List all the numbers that divide the numerator and denominator completely, meaning without leaving any remainder.

$$
\begin{aligned}
&[[arg1]]: [[num_divisors]] \\
&[[arg2]]: [[denom_divisors]] \\
\end{aligned}
$$

**Step 2:** Identify the common factors of both the numerator and denominator.

$$
\begin{aligned}
&[[arg1]]: \bold{[[common_divs]]} \\
&[[arg2]]: \bold{[[common_divs]]} \\
\end{aligned}
$$
**Step 3:** The greatest common divisor (GCD) of two integers is the largest integer that divides each of the integers evenly. We have to divide the numerator and denominator by the largest common factor in this step.

$$
 \frac{[[arg1]]\color{Salmon}\div[[gcd]]}{[[arg2]]\color{Salmon}\div[[gcd]]} = \frac{{\color{salmon}[[simplified_numerator]]}}{{\color{salmon}[[simplified_denominator]]}}
$$

Therefore, the lowest term of $\large\frac{{[[arg1]]}}{{[[arg2]]}}$ is $\large\frac{{[[simplified_numerator]]}}{{[[simplified_denominator]]}}$.","将分数 $\large\frac{[[arg1]]}{[[arg2]]}$ 的简化形式写出来

**步骤 1：** 列出所有可以完全整除分子和分母的数字，也就是说没有留下任何余数。

$$
\begin{aligned}
&[[arg1]]: [[num_divisors]] \\
&[[arg2]]: [[denom_divisors]] \\
\end{aligned}
$$

**步骤 2：** 确定分子和分母的共同因子。

$$
\begin{aligned}
&[[arg1]]: \bold{[[common_divs]]} \\
&[[arg2]]: \bold{[[common_divs]]} \\
\end{aligned}
$$
**步骤 3：** 两个整数的最大公约数（GCD）是能够整除这两个整数的最大整数。我们必须在这一步中将分子和分母除以最大公因子。

$$
 \frac{[[arg1]]\color{Salmon}\div[[gcd]]}{[[arg2]]\color{Salmon}\div[[gcd]]} = \frac{{\color{salmon}[[simplified_numerator]]}}{{\color{salmon}[[simplified_denominator]]}}
$$

因此，$\large\frac{{[[arg1]]}}{{[[arg2]]}}$ 的最简形式是 $\large\frac{{[[simplified_numerator]]}}{{[[simplified_denominator]]}}$。",,,
62,41,"<div class=""ex-text"" align=""center"">

$[[arg1]] \div [[arg2]] =?$
</div>

When you solve division questions, you work in reverse. You begin with the **largest** place value.
When you come across a step in a long division where the divisor is larger than the current working dividend, you need to put a zero in the quotient.

$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\text{ }\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\text{ }\:\!\:{\color {Salmon}0}\text{ }\text{ }\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
$$

**Step 1:**
The short way to think is this: How many [[arg2]]s are there in [[arg1//100]]? Since the answer is 0, we move on to the next place value.

**Step 1.1:** How many [[arg2]]s are there in [[arg1//100]]? We estimate [[arg1//100//arg2]] and write it above the tens' place.
$$
\begin{aligned}
&\underline{\text{ }\:0\text{ }\text{ }\:\:\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\text{ }\:0{\color {Salmon}[[arg1//100//arg2]]}\text{ }\text{ }\:\:\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
$$

[[step2_statement]]
[[step3_statement]]
[[step4_statement]]

${\color{#8DB600}Divisor}$ × ${\color {Salmon}Quotient}$ + ${\color{#21ABCD}Remainder}$ = ${\color{#C4A680}Dividend}$

$$
[[arg1//arg2]] \times [[arg2]] + [[arg1%arg2]] = [[arg1]]
$$

</div>","<div class=""ex-text"" align=""center"">

$[[arg1]] \div [[arg2]] =?$
</div>

当你解决除法问题时，你是从左到右进行计算的。你从**最高**位开始。
当你在长除法中遇到除数大于当前工作被除数的步骤时，你需要在商中填入一个零。

$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\text{ }\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\text{ }\:\!\:{\color {Salmon}0}\text{ }\text{ }\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
$$

**步骤 1:**
简短的思考方式是：在 [[arg1//100]] 中有多少个 [[arg2]]？由于答案是 0，我们继续到下一个位值。

**步骤 1.1:** 在 [[arg1//100]] 中有多少个 [[arg2]]？我们估算 [[arg1//100//arg2]] 并将其写在十位上方。
$$
\begin{aligned}
&\underline{\text{ }\:0\text{ }\text{ }\:\:\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\text{ }\:0{\color {Salmon}[[arg1//100//arg2]]}\text{ }\text{ }\:\:\small\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
$$

[[step2_statement]]
[[step3_statement]]
[[step4_statement]]

${\color{#8DB600}除数}$ × ${\color {Salmon}商}$ + ${\color{#21ABCD}余数}$ = ${\color{#C4A680}被除数}$

$$
[[arg1//arg2]] \times [[arg2]] + [[arg1%arg2]] = [[arg1]]
$$

</div>",,,
39,42,"Write the simplified form of the fraction $\large\frac{[[arg1]]}{[[arg2]]}$

**Step 1:** List all the numbers that divide the numerator and denominator completely, meaning without leaving any remainder.

$$
\begin{aligned}
&[[arg1]]: [[num_divisors]] \\
&[[arg2]]: [[denom_divisors]] \\
\end{aligned}
$$
**Step 2:** Identify the common factors of both the numerator and denominator.

$$
\begin{aligned}
&[[arg1]]: \bold{[[common_divs]]} \\
&[[arg2]]: \bold{[[common_divs]]} \\
\end{aligned}
$$
**Step 3:** The greatest common divisor (GCD) of two integers is the largest integer that divides each of the integers evenly. We have to divide the numerator and denominator by the largest common factor in this step.

$$
 \frac{[[arg1]]\color{Salmon}\div[[gcd]]}{[[arg2]]\color{Salmon}\div[[gcd]]} = \frac{{\color{salmon}[[simplified_numerator]]}}{{\color{salmon}[[simplified_denominator]]}}
$$

Therefore, the lowest term of $\large\frac{{[[arg1]]}}{{[[arg2]]}}$ is $\large\frac{{[[simplified_numerator]]}}{{[[simplified_denominator]]}}$.","将分数 $\large\frac{[[arg1]]}{[[arg2]]}$ 化简。

**步骤 1:** 列出所有可以整除分子和分母的数字，也就是说，不留任何余数。

$$
\begin{aligned}
&[[arg1]]: [[num_divisors]] \\
&[[arg2]]: [[denom_divisors]] \\
\end{aligned}
$$
**步骤 2:** 确定分子和分母的共同因子。

$$
\begin{aligned}
&[[arg1]]: \bold{[[common_divs]]} \\
&[[arg2]]: \bold{[[common_divs]]} \\
\end{aligned}
$$
**步骤 3:** 两个整数的最大公约数 (GCD) ，即可以整除这两个整数的最大整数。在这一步中，我们要用最大的公因子分母和分子。

$$
 \frac{[[arg1]]\color{Salmon}\div[[gcd]]}{[[arg2]]\color{Salmon}\div[[gcd]]} = \frac{{\color{salmon}[[simplified_numerator]]}}{{\color{salmon}[[simplified_denominator]]}}
$$

因此，$\large\frac{{[[arg1]]}}{{[[arg2]]}}$ 的最简形式为 $\large\frac{{[[simplified_numerator]]}}{{[[simplified_denominator]]}}$。",,,
42,43,"<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} =?$

</div>

We start by placing the divisor, [[arg2]]. Outside the division bracket, and the dividend, [[arg1]].

$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\small}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
$$

**Step 1:** We notice that [[arg1]] can't be divided evenly by [[arg2]], which means our answer will be a number smaller than 1. Since we can't find a whole number answer for this problem, we need to add a decimal point and a zero after [[arg1]] to make it [[float_arg1]]. Similarly, we add a decimal point to the quotient.
$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\small}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\:\:{\color {Salmon} 0}{\color {Salmon}.}\:\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]{\color {Salmon}.}{\color {Salmon}0}\\[-4pt]
\end{aligned}
$$

**Step 2:** To make it easier to understand and calculate, we treat '[[float_arg1]]' as '[[arg1*10]]' when dividing. How many times does [[arg2]] go into [[arg1*10]]? $[[arg2]]\times[[arg1*10//arg2]] = [[arg1*10//arg2*arg2]]$, we place the number [[arg1*10//arg2]] in the quotient, next to the decimal point. We then write [[arg1*10//arg2*arg2]] below the dividend and subtract to get the remainder, which is [[arg1*10%arg2]].
$$
\begin{aligned}
&\underline{\:\:0.\:\:\:\:}\\[-5pt]
[[arg2]]&\big)[[float_arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\:\,0.{\color {Salmon} [[arg1*10//arg2]] }\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\:0\\[-4pt]
-&{\:\:{\color {Salmon} [[arg1*10//arg2*arg2//10]]}{\:\:\!\color {Salmon} [[arg1*10//arg2*arg2%10]]}\:\:}\\[-4pt]
\hline
&\text{ }\:\:\:{\:\:\!\color {Salmon} [[arg1*10%arg2]]}\\[-4pt]
\end{aligned}
$$

[[step3_statement]]
[[step4_statement]]","<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} =?$

</div>

我们首先将除数[[arg2]]放在除法括号外，将被除数[[arg1]]放在括号内。

$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\small}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
$$

**步骤 1:** 我们注意到[[arg1]]无法被[[arg2]]整除，这意味着答案将是小于1的数字。由于不能为这个问题找到一个整数答案，我们需要在[[arg1]]后面添加一个小数点和一个零，使其变为[[float_arg1]]。同样，我们也在商的后面添加一个小数点。
$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\small}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\:\:{\color {Salmon} 0}{\color {Salmon}.}\:\:\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]{\color {Salmon}.}{\color {Salmon}0}\\[-4pt]
\end{aligned}
$$

**步骤 2:** 为了更容易理解和计算，我们在除法时将'[[float_arg1]]'视为'[[arg1*10]]'。[[arg2]]能整除[[arg1*10]]多少次？$[[arg2]]\times[[arg1*10//arg2]] = [[arg1*10//arg2*arg2]]$，我们将数字[[arg1*10//arg2]]放在商的旁边的小数点后面。然后我们将[[arg1*10//arg2*arg2]]写在被除数下方并进行减法以获得余数，即[[arg1*10%arg2]]。
$$
\begin{aligned}
&\underline{\:\:0.\:\:\:\:}\\[-5pt]
[[arg2]]&\big)[[float_arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\:\,0.{\color {Salmon} [[arg1*10//arg2]] }\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\:0\\[-4pt]
-&{\:\:{\color {Salmon} [[arg1*10//arg2*arg2//10]]}{\:\:\!\color {Salmon} [[arg1*10//arg2*arg2%10]]}\:\:}\\[-4pt]
\hline
&\text{ }\:\:\:{\:\:\!\color {Salmon} [[arg1*10%arg2]]}\\[-4pt]
\end{aligned}
$$

[[step3_statement]]
[[step4_statement]]",,,
60,44,"<div class=""ex-text"" align=""center"">
[[arg1]] + [[arg2]]
</div>

**Step 1:** Align each decimal number, making sure to line up the **decimal points**. Let's start by writing the number [[arg1]] and below it write the number [[arg2]].
$$
\begin{array}{l l}
& [[arg1]] \phantom{0} \\
+& [[arg2]] \phantom{0} \\
\hline
\end{array}
$$

[[step2_statement]]
[[step3_statement]]
[[step4_statement]]
[[step5_statement]]
Therefore, the final solution is [[get_round_decimal(arg1,arg2)]].
</div>","<div class=""ex-text"" align=""center"">
[[arg1]] + [[arg2]]
</div>

**步骤 1：** 对齐每个小数，确保**小数点**对齐。我们先写下数字 [[arg1]]，然后在下面写上数字 [[arg2]]。
$$
\begin{array}{l l}
& [[arg1]] \phantom{0} \\
+& [[arg2]] \phantom{0} \\
\hline
\end{array}
$$

[[step2_statement]]
[[step3_statement]]
[[step4_statement]]
[[step5_statement]]
因此，最终的解是 [[get_round_decimal(arg1,arg2)]]。
</div>",,,
61,45,"<div class=""ex-text"" align=""center"">
[[arg1]] - [[arg2]]
</div>

**Step 1:** Align each decimal number, making sure to line up the **decimal points**. Let's start by writing the number  [[arg1]]  and below it write the number  [[arg2]].
$$
\begin{array}{l l}
&0{\color {Salmon} .}[[int_arg1]]\\
-&[[arg2]] \\
\hline
\end{array}
$$

[[step2_statement]]
[[step3_statement]]
[[step4_statement]]
[[step5_statement]]

Therefore, the final solution is [[get_round_decimal(arg1,arg2)]].
</div>","<div class=""ex-text"" align=""center"">
[[arg1]] - [[arg2]]
</div>

**步骤 1：** 对齐每个十进制数字，确保 **小数点** 对齐。我们先写下数字 [[arg1]]，然后在下面写下数字 [[arg2]]。
$$
\begin{array}{l l}
&0{\color {Salmon} .}[[int_arg1]]\\
-&[[arg2]] \\
\hline
\end{array}
$$

[[step2_statement]]
[[step3_statement]]
[[step4_statement]]
[[step5_statement]]

因此，最终解是 [[get_round_decimal(arg1,arg2)]]。
</div>",,,
57,46,"<div class=""ex-text"" align=""center"">

$[[arg1]] = \underline{\quad}\%$

</div>

**Step 1:** To convert a decimal to a percent, we simply multiply the number by 100. In this case, we have [[arg1]]. When we multiply it by 100, it becomes [[arg1*100]].

$$
[[arg1]] \times 100 =[[int_arg1]]
$$
**Step 2:** Then we add the percentage symbol **%** to the result. And we read as ""[[int_arg1]] percent"".

$$
[[int_arg1]]
\:\:\:\longrightarrow    \:\:
[[int_arg1]]\%
$$","<div class=""ex-text"" align=""center"">

$[[arg1]] = \underline{\quad}\%$

</div>

**步骤 1：** 要将小数转换为百分数，我们只需将数字乘以 100。在这种情况下，我们有 [[arg1]]。当我们将其乘以 100 时，它变为 [[arg1*100]]。

$$
[[arg1]] \times 100 = [[int_arg1]]
$$
**步骤 2：** 然后我们将百分号 **%** 加到结果上。我们读作 ""百分之[[int_arg1]]""。

$$
[[int_arg1]]
\:\:\:\longrightarrow    \:\:
[[int_arg1]]\%
$$",,,s
55,47,"<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} =?$

</div>

**Step 1:** Divide the numerator by the denominator. [[arg1]] divided by [[arg2]] equals $[[arg1//arg2]]$ with a remainder of $[[arg1 %arg2]]$.

$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\small}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\:\:{\color {Salmon} [[arg1//arg2]]}\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\:\\[-4pt]
-&{\:\:[[arg1//arg2  * arg2]]\:\:\,}\\[-4pt]
\hline
&\:\:{\color {Salmon} [[arg1 - arg1//arg2 *arg2]]}\\[-4pt]
\end{aligned}
$$

**Step 2:** Then write the whole number answer next to a fraction with the remainder in the numerator and the original denominator.

$$
\begin{aligned}
&\underline{\:\:{\color {Salmon} [[arg1//arg2]]}\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\:\\[-4pt]
-&{\:\:[[arg1//arg2  * arg2]]\:\:\,}\\[-4pt]
\hline
&\:\:{\color {Salmon} [[arg1 - arg1//arg2 *arg2]]}\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
{\color {Salmon} [[arg1//arg2]]}\frac{{\color {Salmon} [[arg1 - arg1//arg2*arg2]]}}{[[arg2]]}
$$
Therefore, the final solution is $[[arg1//arg2]]\large\frac{[[arg1 - arg1//arg2*arg2]]}{[[arg2]]}$.
</div>
</div>","<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} =?$

</div>

**步骤 1：** 将分子除以分母。[[arg1]] 除以 [[arg2]] 等于 $[[arg1//arg2]]$，余数为 $[[arg1 %arg2]]$。

$$
\begin{aligned}
&\underline{\text{ }\text{ }\text{ }\text{ }\text{ }\small}\\[-5pt]
[[arg2]]&\big)[[arg1]]\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
\begin{aligned}
&\underline{\:\:{\color {Salmon} [[arg1//arg2]]}\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\:\\[-4pt]
-&{\:\:[[arg1//arg2  * arg2]]\:\:\,}\\[-4pt]
\hline
&\:\:{\color {Salmon} [[arg1 - arg1//arg2 *arg2]]}\\[-4pt]
\end{aligned}
$$

**步骤 2：** 然后将整数答案写在余数在分子、原始分母在分母的分数旁边。

$$
\begin{aligned}
&\underline{\:\:{\color {Salmon} [[arg1//arg2]]}\:\:}\\[-5pt]
[[arg2]]&\big)[[arg1]]\:\\[-4pt]
-&{\:\:[[arg1//arg2  * arg2]]\:\:\,}\\[-4pt]
\hline
&\:\:{\color {Salmon} [[arg1 - arg1//arg2 *arg2]]}\\[-4pt]
\end{aligned}
\:\:\:\longrightarrow    \:\:
{\color {Salmon} [[arg1//arg2]]}\frac{{\color {Salmon} [[arg1 - arg1//arg2*arg2]]}}{[[arg2]]}
$$
因此，最终解是 $[[arg1//arg2]]\large\frac{[[arg1 - arg1//arg2*arg2]]}{[[arg2]]}$。
</div>
</div>",,,
3,48,"<div class=""ex-text"" align=""center"">

$[[arg1]]\frac{[[arg2]]}{[[arg3]]} =?$

</div>

**Step 1:** Multiply the denominator (the bottom number in the fraction) and the whole number.

$$
{\color {salmon}[[arg1]]}\frac{[[arg2]]}{{\color {salmon}[[arg3]]}} \text{}\:\:\:\:\:\:\:\:\:\:\:\text{}
{\color {salmon}[[arg1]]}  \: \times \: {\color {salmon}[[arg3]]}\  = \: {\color {salmon}[[arg1*arg3]]}
$$
**Step 2:** Add the answer from step 1 to the numerator (the top number in the fraction).

$$
[[arg1]]\frac{{\color {salmon}[[arg2]]}}{[[arg3]]} \text{}\:\:\:\:\:\:\:\:\:\:\:\text{}
{\color {salmon}[[arg1*arg3]]}  \: + \: {{\color {salmon}[[arg2]]}}\  = \: {\color {salmon}[[arg1*arg3+arg2]]}
$$
**Step 3:** Write answer from step 2 over the denominator.

$$
\frac{{\color {salmon}[[arg1*arg3+arg2]]}}{[[arg3]]}
$$","<div class=""ex-text"" align=""center"">

$[[arg1]]\frac{[[arg2]]}{[[arg3]]} =?$

</div>

**步骤 1：** 将分母（分数中的下方数字）与整数相乘。

$$
{\color {salmon}[[arg1]]}\frac{[[arg2]]}{{\color {salmon}[[arg3]]}} \text{}\:\:\:\:\:\:\:\:\:\:\:\text{}
{\color {salmon}[[arg1]]}  \: \times \: {\color {salmon}[[arg3]]}\  = \: {\color {salmon}[[arg1*arg3]]}
$$
**步骤 2：** 将步骤 1 的答案加到分子（分数中的上方数字）上。

$$
[[arg1]]\frac{{\color {salmon}[[arg2]]}}{[[arg3]]} \text{}\:\:\:\:\:\:\:\:\:\:\:\text{}
{\color {salmon}[[arg1*arg3]]}  \: + \: {{\color {salmon}[[arg2]]}}\  = \: {\color {salmon}[[arg1*arg3+arg2]]}
$$
**步骤 3：** 将步骤 2 的答案写在分母上。

$$
\frac{{\color {salmon}[[arg1*arg3+arg2]]}}{[[arg3]]}
$$",,,
